DOI,ACCENUMB,ORIGCTY,DECLATITUDE,DECLONGITUDE,Pred_Resistencia,Probabilidad_Resistencia
10.18730/PESRF,G18797,MEX,14.91,-92.3,0,0.1424008
10.18730/JM9G$,G18761,MEX,18.75,-97.84,0,6.8288195e-05
10.18730/S1TB0,G18758A,MEX,19.44,-98.15,0,3.053433e-05
10.18730/JM8E0,G18721,MEX,16.79,-98.25,0,0.0015200516
10.18730/PERTP,G18715,MEX,20.22,-104.17,0,3.87067e-05
10.18730/JTJN~,G18443,MEX,19.62,-99.8,0,4.7223606e-05
10.18730/K0G1S,G1824,MEX,27.73,-108.65,0,5.8944494e-05
10.18730/K0GG3,G1823,MEX,21.82,-105.22,0,0.00058776396
10.18730/K3P50,G1821,MEX,21.21,-104.75,0,0.0003272188
10.18730/JT8N9,G18092,MEX,18.29,-100.27,0,0.00016934292
10.18730/JT8PA,G18093,MEX,20.84,-103.72,0,4.814335e-05
10.18730/JT8ZK,G18090,MEX,20.37,-100.47,0,2.340328e-05
10.18730/K0G0R,G1805,MEX,20.28,-102.57,0,3.881767e-05
10.18730/K0FYP,G1803,MEX,20.35,-102.77,0,4.2938475e-05
10.18730/S1NR1,G1795A,MEX,20.02,-102.6,0,4.549972e-05
10.18730/K0FH9,G1789,MEX,19.8,-101.17,0,2.8230605e-05
10.18730/JNH58,G17746,MEX,20.93,-98.1,1,0.9871624
10.18730/K0F1Y,G1769,MEX,19.28,-99.82,0,0.00010435474
10.18730/JZ63F,G171,MEX,16.66,-98.11,0,0.0007558395
10.18730/JQBW0,G17057,MEX,20.67,-103.47,0,5.4746717e-05
10.18730/JQAW5,G17050,MEX,19.53,-96.96,1,0.99376726
10.18730/JZ61D,G169,MEX,16.71,-98.4,0,0.0018120653
10.18730/JHBS*,G16799,MEX,18.43,-100.07,0,0.00011277974
10.18730/JHBBJ,G16410,MEX,19.83,-97.48,0,0.0002497656
10.18730/PENES,G16407,MEX,19.77,-97.23,0,0.006373338
10.18730/S63W=,G16403A,MEX,19.57,-97.27,0,4.1421183e-05
10.18730/JHB3A,G16395,MEX,18.33,-97.25,0,3.6830428e-05
10.18730/JHB8F,G16397,MEX,18.33,-97.5,0,4.8456743e-05
10.18730/JHB18,G16384,MEX,19.37,-103.72,0,6.1232495e-05
10.18730/JSHE6,G16100,MEX,25.02,-100.61,0,3.2994314e-05
10.18730/JSHD5,G16099,MEX,23.71,-100.31,0,3.4971723e-05
10.18730/JSGSP,G16089,MEX,24.16,-99.79,0,5.5460307e-05
10.18730/S1YT*,G16079A,MEX,23.04,-99.17,0,0.00059247727
10.18730/JSGKG,G16078,MEX,22.75,-99.61,0,6.232572e-05
10.18730/JSGA7,G16076,MEX,27.84,-109.39,0,7.0114525e-05
10.18730/JSGQM,G16074,MEX,28.77,-109.64,0,8.4725034e-05
10.18730/JSGMH,G16070,MEX,29.62,-110.13,0,5.1620103e-05
10.18730/K3M9E,G16073,MEX,28.89,-109.75,0,6.535598e-05
10.18730/JSG2U,G16068,MEX,29.44,-110.4,0,6.595578e-05
10.18730/JSG1=,G16067,MEX,30.18,-111.12,0,3.736391e-05
10.18730/JSGFC,G16063,MEX,30.64,-111.42,0,4.267485e-05
10.18730/JSGHE,G16065,MEX,30.6,-111.47,0,4.0866587e-05
10.18730/JSGEB,G16062,MEX,30.71,-111.42,0,3.964475e-05
10.18730/JSGDA,G16061,MEX,30.49,-115.97,0,4.9452254e-05
10.18730/JSG30,G16060,MEX,27.6,-113.54,0,4.1168754e-05
10.18730/JSFSV,G16059,MEX,25.53,-112.05,0,4.6741075e-05
10.18730/JSFQS,G16057,MEX,24.99,-111.72,0,5.4220396e-05
10.18730/JSG63,G16054,MEX,25.04,-105.4,0,3.336833e-05
10.18730/JSG74,G16055,MEX,23.96,-104.13,0,4.1473002e-05
10.18730/JSFTW,G16051,MEX,24.18,-103.63,0,3.7373924e-05
10.18730/JSG41,G16052,MEX,24.77,-104.02,0,3.3269258e-05
10.18730/JSFGJ,G16050,MEX,24.4,-103.86,0,4.5108216e-05
10.18730/JSFEG,G16048,MEX,23.99,-104.05,0,3.373298e-05
10.18730/JSFFH,G16049,MEX,24.28,-103.81,0,4.1972777e-05
10.18730/JSFY*,G16046,MEX,24.84,-103.7,0,3.7743917e-05
10.18730/JSF9B,G16041,MEX,24.49,-104.36,0,4.895927e-05
10.18730/JSFHK,G16042,MEX,24.44,-104.14,0,3.950263e-05
10.18730/JSFKN,G16035,MEX,24.57,-104.34,0,4.585289e-05
10.18730/JSFAC,G16033,MEX,23.87,-104.52,0,3.4557248e-05
10.18730/JSF57,G16021,MEX,24.42,-104.04,0,4.7717353e-05
10.18730/JSF68,G16022,MEX,25.0,-105.2,0,3.5028934e-05
10.18730/JSEFP,G16016,MEX,24.03,-104.17,0,5.3049727e-05
10.18730/JSF24,G16018,MEX,24.24,-103.79,0,3.989354e-05
10.18730/JSE5C,G16006,MEX,24.43,-103.88,0,3.7444628e-05
10.18730/JSE6D,G16007,MEX,24.83,-103.68,0,3.7743917e-05
10.18730/JSET~,G16009,MEX,24.52,-104.12,0,3.683408e-05
10.18730/JSEV$,G16010,MEX,23.84,-104.01,0,4.4736287e-05
10.18730/JSEJS,G16001,MEX,24.57,-104.5,0,4.6171757e-05
10.18730/JSE7E,G15999,MEX,24.35,-103.84,0,4.1710144e-05
10.18730/JSEBJ,G15994,MEX,23.75,-104.0,0,4.096843e-05
10.18730/JSDN~,G15987,MEX,24.47,-104.69,0,4.5115055e-05
10.18730/JSDKZ,G15980,MEX,24.32,-104.03,0,3.9639875e-05
10.18730/JSHTJ,G15822,MEX,29.79,-110.22,0,5.337052e-05
10.18730/JNQNZ,G15640,MEX,19.57,-99.77,0,3.9333245e-05
10.18730/JKW7G,G15499,MEX,18.54,-97.59,0,5.4141296e-05
10.18730/JKW4D,G15496,MEX,19.5,-100.49,0,3.480517e-05
10.18730/S0YE*,G15421A,MEX,18.35,-100.22,0,0.00018881456
10.18730/JKVZ8,G15422,MEX,17.22,-96.83,0,3.7847323e-05
10.18730/JPZA5,G14962,MEX,20.03,-103.55,0,4.2055955e-05
10.18730/JNMK7,G14859,MEX,20.03,-97.1,1,0.99618274
10.18730/JNQMY,G14875,MEX,18.83,-99.68,0,3.714538e-05
10.18730/JNMTE,G14861,MEX,19.8,-97.29,0,0.0013643404
10.18730/JH62$,G14504,MEX,19.8,-102.7,0,3.6490368e-05
10.18730/K08RE,G1449,MEX,28.98,-109.4,0,6.161898e-05
10.18730/K08MA,G1440,MEX,16.87,-93.22,0,0.00018226978
10.18730/JRDA$,G14381,MEX,22.65,-103.0,0,3.917662e-05
10.18730/JRA02,G14378,MEX,23.87,-100.77,0,3.565241e-05
10.18730/JMHR2,G14185,MEX,19.97,-101.15,0,2.7948001e-05
10.18730/JMG6T,G14182,MEX,21.3,-100.97,0,2.356837e-05
10.18730/JNHZ$,G13875,MEX,20.43,-103.93,0,4.2031257e-05
10.18730/S15AY,G13866A,MEX,19.15,-98.4,0,2.7563565e-05
10.18730/JR73M,G13867,MEX,18.97,-98.43,0,5.1633746e-05
10.18730/JR9HR,G13868,MEX,22.62,-101.69,0,3.221798e-05
10.18730/JRDH4,G13746,MEX,23.33,-102.97,0,3.6341837e-05
10.18730/JRD5X,G13736,MEX,15.56,-92.26,0,0.00027200312
10.18730/JRCXN,G13730,MEX,16.67,-92.64,0,0.00036579237
10.18730/JRCSH,G13727,MEX,19.87,-100.82,0,2.5004354e-05
10.18730/JRC3*,G13717,MEX,18.17,-98.06,0,7.63454e-05
10.18730/JRBQM,G13712,MEX,19.78,-97.55,0,9.47271e-05
10.18730/JRBFC,G13692,MEX,19.72,-101.18,0,3.362718e-05
10.18730/JRB74,G13684,MEX,19.98,-97.6,1,0.9988091
10.18730/JRAZ~,G13685,MEX,19.92,-97.63,0,0.0051516476
10.18730/JRBA7,G13686,MEX,19.82,-97.65,0,5.3706975e-05
10.18730/JRBB8,G13687,MEX,19.84,-97.64,0,8.583949e-05
10.18730/JRB52,G13682,MEX,19.8,-97.55,0,0.0001207606
10.18730/JRACE,G13677,MEX,18.39,-97.27,0,4.2503536e-05
10.18730/JRAKN,G13678,MEX,18.13,-95.3,0,0.0004731892
10.18730/JRB0$,G13681,MEX,19.87,-97.48,0,0.0028199486
10.18730/JRAHK,G13675,MEX,22.4,-101.15,0,3.127991e-05
10.18730/JRADF,G13671,MEX,23.36,-100.78,0,3.7090304e-05
10.18730/JRABD,G13670,MEX,23.24,-100.82,0,3.6792448e-05
10.18730/JRAAC,G13669,MEX,23.47,-100.71,0,3.721885e-05
10.18730/JR9XU,G13665,MEX,23.78,-100.57,0,3.350567e-05
10.18730/JRA57,G13666,MEX,22.4,-101.17,0,2.9565015e-05
10.18730/JRA9B,G13668,MEX,23.47,-100.63,0,2.7318236e-05
10.18730/JR9Z1,G13660,MEX,23.97,-100.7,0,3.2081516e-05
10.18730/JR9W=,G13656,MEX,23.87,-100.69,0,2.8071807e-05
10.18730/JR9NW,G13649,MEX,22.39,-101.3,0,2.9622275e-05
10.18730/JR9RZ,G13652,MEX,23.01,-101.1,0,4.178611e-05
10.18730/JR9BJ,G13642,MEX,22.76,-101.07,0,4.990063e-05
10.18730/JR8S0,G13635,MEX,16.98,-96.27,0,8.091075e-05
10.18730/JR8DS,G13625,MEX,17.55,-98.59,0,5.230227e-05
10.18730/JR7T6,G13620,MEX,17.81,-97.69,0,3.2080505e-05
10.18730/S2N02,G13618A,MEX,18.91,-97.75,0,6.440234e-05
10.18730/JR7H$,G13619,MEX,17.67,-97.7,0,3.72962e-05
10.18730/JR7KU,G13613,MEX,20.13,-101.2,0,3.0010227e-05
10.18730/JR72K,G13610,MEX,17.67,-97.55,0,3.4796936e-05
10.18730/JR79T,G13609,MEX,18.6,-98.48,0,4.672334e-05
10.18730/JR6TB,G13607,MEX,18.95,-98.43,0,5.1178624e-05
10.18730/JNE2M,G13566,MEX,20.54,-103.19,0,8.2321836e-05
10.18730/K06FF,G1355,MEX,16.74,-93.72,0,8.2534774e-05
10.18730/JNMXH,G13517,MEX,20.54,-104.78,0,0.00013345729
10.18730/K06DD,G1333,MEX,20.67,-100.39,0,3.5908284e-05
10.18730/JS3YJ,G13181,MEX,23.03,-104.1,0,5.342582e-05
10.18730/JS3TE,G13177,MEX,26.25,-105.5,0,3.4054843e-05
10.18730/JS3VF,G13178,MEX,23.22,-103.1,0,3.877564e-05
10.18730/JS3QB,G13179,MEX,23.34,-103.14,0,3.6525566e-05
10.18730/JM2V6,G13030,MEX,19.47,-103.35,0,4.6644094e-05
10.18730/JM2T5,G13029,MEX,19.73,-103.12,0,4.6346668e-05
10.18730/JM2W7,G13026,MEX,19.7,-103.47,0,5.805566e-05
10.18730/JM2X8,G13027,MEX,21.1,-104.6,0,8.942401e-05
10.18730/JKVQ0,G13016,MEX,18.4,-99.77,0,0.00014436142
10.18730/JNH7A,G12988,MEX,20.08,-104.37,0,0.00011376177
10.18730/JNGZ2,G12986,MEX,21.68,-103.1,0,3.146729e-05
10.18730/K3DVY,G12964,MEX,21.02,-102.25,0,3.6909718e-05
10.18730/PMDG*,G12945,MEX,20.7,-102.35,0,3.3168013e-05
10.18730/JNE0J,G12913,MEX,20.62,-101.72,0,2.5909872e-05
10.18730/JNDQ9,G12891,MEX,20.7,-102.32,0,2.7615873e-05
10.18730/JNDH3,G12888,MEX,20.33,-102.22,0,3.941273e-05
10.18730/JHBV$,G12884,MEX,20.53,-104.82,0,0.00022160266
10.18730/PGEG1,G12881,MEX,18.51,-99.89,0,0.00031764654
10.18730/PGEH2,G12882,MEX,18.28,-100.15,0,0.00010455594
10.18730/JMK16,G12883,MEX,19.47,-100.9,0,9.7261465e-05
10.18730/S2J3M,G12879C,MEX,18.35,-99.98,0,0.00013965619
10.18730/JMJZ4,G12878,MEX,18.35,-99.77,0,8.7568435e-05
10.18730/PG5QG,G12876,MEX,17.67,-96.65,0,0.27671722
10.18730/S677Z,G12873C,MEX,19.0,-99.25,0,0.00013214198
10.18730/JHBRZ,G12871,MEX,17.83,-96.63,1,0.9930199
10.18730/PGEB~,G12870,MEX,23.38,-105.93,0,0.00017985281
10.18730/PGEA*,G12869,MEX,19.42,-102.58,0,5.877689e-05
10.18730/PGE9Z,G12867,MEX,21.08,-104.5,0,0.00018237965
10.18730/JHADS,G12868,MEX,21.33,-104.58,0,0.00013857732
10.18730/JHA6J,G12865,MEX,19.33,-103.25,0,0.000113085254
10.18730/JHA9N,G12864,MEX,19.47,-103.58,0,8.585046e-05
10.18730/S0YCY,G12863A,MEX,20.78,-104.18,0,7.440459e-05
10.18730/PGD1W,G12862,MEX,19.95,-103.0,0,7.6739845e-05
10.18730/JHA1D,G12860,MEX,23.88,-104.27,0,3.245224e-05
10.18730/JQB1A,G12741,MEX,20.72,-102.4,0,3.7059897e-05
10.18730/K04MY,G1268,MEX,24.17,-110.33,0,4.217218e-05
10.18730/K02VA,G1224,MEX,18.45,-95.22,1,0.97137964
10.18730/S2K5H,G12202A,MEX,19.36,-97.15,0,0.00024321151
10.18730/JQ1C$,G11445,MEX,19.34,-97.27,0,7.595132e-05
10.18730/JQ0A0,G11411,MEX,20.29,-102.64,0,3.987228e-05
10.18730/JQ01W,G11402,MEX,19.96,-102.32,0,3.4319313e-05
10.18730/JZ4A*,G114,MEX,19.77,-101.75,0,4.2433916e-05
10.18730/JPZE9,G11380,MEX,20.43,-103.68,0,3.784036e-05
10.18730/JPS6Z,G11295,MEX,20.9,-101.42,0,2.9609906e-05
10.18730/JPCH~,G11122,MEX,20.19,-90.27,0,0.000507127
10.18730/JQ5CE,G11125,MEX,24.47,-104.6,0,4.967312e-05
10.18730/JPE5B,G11124,MEX,20.22,-90.25,0,0.00027520486
10.18730/JPDGV,G11123,MEX,20.17,-90.24,0,0.00041396965
10.18730/JQ5DF,G11115,MEX,19.4,-103.4,0,5.1243624e-05
10.18730/JPC0G,G11118,MEX,20.24,-89.94,0,0.00017605015
10.18730/JPBK3,G11106,MEX,19.35,-89.79,0,0.00035163417
10.18730/JPBVB,G11109,MEX,19.96,-90.25,0,0.0003811994
10.18730/JPAWH,G11100,MEX,19.41,-89.69,0,0.00028461398
10.18730/JPAPB,G11094,MEX,20.3,-104.7,0,0.00021470996
10.18730/JPAG5,G11086,MEX,20.58,-104.75,0,0.0005568566
10.18730/JPA6*,G11069,MEX,20.32,-104.56,0,0.00015522211
10.18730/JPA3X,G11062,MEX,20.22,-104.47,0,0.0007077277
10.18730/JPAAU,G11059,MEX,20.17,-104.29,0,6.5830296e-05
10.18730/S2KFV,G11056A,MEX,20.57,-104.77,0,0.00033079388
10.18730/JP9WP,G11053,MEX,20.85,-103.27,0,6.231841e-05
10.18730/JPA0T,G11052,MEX,20.8,-103.4,0,4.989583e-05
10.18730/JP9XQ,G11051,MEX,20.77,-103.4,0,4.4157092e-05
10.18730/S13F8,G11050A,MEX,19.68,-101.27,0,3.7429887e-05
10.18730/JP9KD,G11048,MEX,19.86,-102.14,0,3.571751e-05
10.18730/JP9C6,G11042,MEX,21.2,-105.14,0,0.00043900998
10.18730/JP90Z,G11033,MEX,23.95,-104.28,0,3.6313082e-05
10.18730/JP8XW,G11034,MEX,23.62,-105.83,0,0.0025939262
10.18730/JP95U,G11035,MEX,24.79,-107.14,0,7.214418e-05
10.18730/S42ED,G11030A,MEX,24.48,-104.32,0,4.5114753e-05
10.18730/JP8CB,G11031,MEX,24.5,-104.27,0,4.2983294e-05
10.18730/PGDZN,G11032,MEX,24.45,-104.23,0,4.1634365e-05
10.18730/S2KET,G11027E,MEX,24.37,-104.47,0,4.648109e-05
10.18730/JP854,G11028,MEX,24.47,-104.58,0,4.955937e-05
10.18730/PMPS~,G11029,MEX,24.57,-104.6,0,3.7306694e-05
10.18730/JP898,G11026,MEX,24.33,-104.47,0,4.0362236e-05
10.18730/JP7W*,G11024,MEX,24.32,-104.45,0,3.9373324e-05
10.18730/JP843,G11023,MEX,23.52,-104.44,0,3.1213636e-05
10.18730/JP7DH,G11010,MEX,23.46,-104.42,0,3.675145e-05
10.18730/JP76A,G11003,MEX,23.5,-104.42,0,3.0261084e-05
10.18730/JP79D,G10996,MEX,23.15,-103.74,0,3.301112e-05
10.18730/PMPT$,G10999,MEX,24.43,-104.17,0,4.4622186e-05
10.18730/JP759,G10991,MEX,23.42,-103.95,0,3.838865e-05
10.18730/JP6T=,G10987,MEX,23.21,-103.81,0,4.418561e-05
10.18730/JP6BM,G10980,MEX,23.25,-103.65,0,3.6176003e-05
10.18730/JP6Q*,G10979,MEX,23.2,-103.39,0,3.9853083e-05
10.18730/JP6NY,G10977,MEX,23.17,-103.27,0,3.6457637e-05
10.18730/JP6HT,G10972,MEX,23.27,-103.36,0,3.7362093e-05
10.18730/JP5T3,G10961,MEX,23.29,-103.3,0,3.6743004e-05
10.18730/JP68H,G10963,MEX,23.22,-103.27,0,3.5931065e-05
10.18730/JP63C,G10958,MEX,23.31,-103.28,0,3.651623e-05
10.18730/JP5N=,G10953,MEX,23.39,-103.21,0,3.969499e-05
10.18730/JP5V4,G10956,MEX,23.39,-103.3,0,3.593706e-05
10.18730/JP5PU,G10948,MEX,23.19,-103.09,0,4.0551047e-05
10.18730/S1W1H,G10944A,MEX,23.17,-103.05,0,3.8370865e-05
10.18730/JZYY~,G1042,MEX,25.0,-107.58,0,4.3135515e-05
10.18730/JHPPB,G10023,MEX,23.7,-104.43,0,3.9769973e-05
10.18730/JRH59,G10022,MEX,24.17,-104.68,0,3.0495888e-05
10.18730/PGDVH,G10019,MEX,19.47,-100.48,0,3.856687e-05
10.18730/S10EP,G10018A,MEX,19.68,-100.92,0,0.0006577511
10.18730/PGDK9,G10001,MEX,18.37,-100.02,0,0.00026762873
10.18730/K54N8,G52589,MEX,17.03,-96.67,0,4.848517e-05
10.18730/K54M7,G52588,MEX,16.74,-92.67,0,0.00039056383
10.18730/K4JEH,G2726,MEX,18.6,-97.55,0,4.1045118e-05
10.18730/K4VFA,G52254,MEX,19.42,-100.28,0,7.3662115e-05
10.18730/K4A06,G51766,MEX,20.97,-98.16,1,0.99875927
10.18730/PE3YM,G51798,MEX,19.25,-96.95,1,0.9969708
10.18730/K38E5,G9873,ECU,-2.17,-79.97,0,0.010600743
10.18730/K37XS,G9854,ECU,-0.22,-78.5,0,0.0006318677
10.18730/K37VQ,G9852,ECU,0.35,-78.1,0,0.00029493604
10.18730/JZWQU,G948,ECU,-2.54,-78.94,0,4.8927584e-05
10.18730/JZWDT,G947,ECU,-3.32,-79.81,0,0.0005217477
10.18730/JZWM~,G945,ECU,-3.6,-79.89,0,0.00020647286
10.18730/JZWHY,G942,ECU,-2.93,-78.02,1,0.9996619
10.18730/K31TF,G9175,ECU,-3.27,-79.98,0,0.0010589876
10.18730/K2EFS,G7912,ECU,-3.99,-79.37,0,0.00027238176
10.18730/K2D0F,G7854,ECU,-1.42,-78.17,1,0.9997385
10.18730/K2D1G,G7855,ECU,-4.22,-79.25,0,5.0670707e-05
10.18730/K2CBZ,G7817,ECU,0.24,-78.27,0,0.00019533171
10.18730/K2B3W,G7774,ECU,0.47,-77.99,0,0.00029468167
10.18730/K2B4X,G7775,ECU,0.35,-78.22,0,0.00015767378
10.18730/JH9CX,G7776,ECU,-1.48,-77.98,1,0.99975735
10.18730/K3ECA,G7773,ECU,-4.25,-79.45,0,0.00026526494
10.18730/K2B0S,G7770,ECU,-0.03,-78.45,0,0.00022282112
10.18730/JFKC3,G7084,ECU,-4.07,-80.18,0,6.395398e-05
10.18730/JFKD4,G7085,ECU,-3.37,-78.62,1,0.98818517
10.18730/K3CKV,G7086,ECU,-3.27,-79.32,0,5.262095e-05
10.18730/JFP2F,G6977,ECU,-3.69,-79.62,0,0.0007225991
10.18730/JFYTU,G6450,ECU,0.39,-78.2,0,0.00022134122
10.18730/JFZW~,G6421,ECU,-0.05,-78.46,0,0.00031187639
10.18730/JG022,G6407,ECU,-3.49,-79.34,0,0.00018772707
10.18730/JG011,G6406,ECU,-1.99,-78.96,0,0.03539676
10.18730/JFZY=,G6403,ECU,0.37,-78.15,0,0.0001906973
10.18730/JG000,G6405,ECU,-3.6,-79.3,0,0.00025188396
10.18730/JGGD7,G5686,ECU,-4.07,-78.97,1,0.9392087
10.18730/JPX05,G5241,ECU,0.37,-78.25,0,0.00024705636
10.18730/S1NFX,G51383A,ECU,-1.97,-78.93,0,0.00011529231
10.18730/K16D1,G2571,ECU,-3.41,-78.56,1,0.9986688
10.18730/K16C0,G2570,ECU,-3.97,-79.24,0,0.00019869374
10.18730/K169$,G2567,ECU,-3.6,-79.22,0,0.00019505626
10.18730/K16PA,G2564,ECU,-4.87,-79.15,0,0.0045673144
10.18730/K16E2,G2563,ECU,-4.26,-79.23,0,5.223548e-05
10.18730/S6SDN,G2557A,ECU,-2.74,-78.83,0,0.00016692601
10.18730/S3MSM,G23580C,ECU,-3.2,-79.18,0,0.00011189695
10.18730/JVK61,G22249,ECU,-1.02,-79.47,1,0.95171636
10.18730/PJ2G0,G22156,ECU,-4.42,-79.74,0,0.0010611669
10.18730/S66F7,G18793B,ECU,-2.73,-78.89,0,0.00012552852
10.18730/JPMAQ,G17241,ECU,-4.19,-80.11,0,4.645716e-05
10.18730/JPMBR,G17233,ECU,-4.24,-79.22,0,5.343861e-05
10.18730/JPM3G,G17230,ECU,-4.05,-79.65,0,5.2074534e-05
10.18730/JPM2F,G17229,ECU,-4.36,-79.18,0,0.0018513306
10.18730/JPMCS,G17228,ECU,-4.6,-79.48,0,0.00021944706
10.18730/S1WJ$,G17227A,ECU,-4.25,-79.49,0,9.308751e-05
10.18730/JPKT7,G17217,ECU,-3.85,-79.42,0,0.000805758
10.18730/S431*,G17213D,ECU,-4.32,-79.56,0,8.271189e-05
10.18730/JPKR5,G17212,ECU,-3.97,-79.69,0,0.00011622039
10.18730/JPKN2,G17210,ECU,-4.0,-79.2,0,0.00023423029
10.18730/S5H4V,G17203A,ECU,-4.14,-79.44,0,0.00013867275
10.18730/JPKM1,G17197,ECU,-4.59,-79.42,0,0.0002821871
10.18730/JPKK0,G17196,ECU,-4.56,-79.47,0,7.9771766e-05
10.18730/JPKJU,G17195,ECU,-4.15,-79.61,0,0.00014169778
10.18730/S1WFZ,G17191C,ECU,-4.39,-79.94,0,7.8181525e-05
10.18730/PEPQX,G17187,ECU,-4.14,-80.21,0,4.4007687e-05
10.18730/JPKAW,G17188,ECU,-4.35,-79.99,0,5.653043e-05
10.18730/S4SHC,G17183A,ECU,-4.09,-80.06,0,0.0007488882
10.18730/JPK3N,G17173,ECU,-4.22,-79.52,0,0.0005900681
10.18730/JPK5Q,G17175,ECU,-4.07,-79.67,0,9.544632e-05
10.18730/JPJZH,G17156,ECU,-3.75,-79.27,0,0.0011944978
10.18730/S2KRU,G17147A,ECU,-4.15,-80.0,0,0.00018250663
10.18730/JQD76,G17070,ECU,0.8,-77.71,0,0.00040081298
10.18730/JH9M0,G16346,ECU,0.64,-77.94,0,0.056395818
10.18730/JSM2G,G15833,ECU,-4.64,-79.47,0,0.0006805702
10.18730/JJPR1,G14719,ECU,-2.29,-78.99,0,0.0119446255
10.18730/JHQQ7,G14659,ECU,-3.94,-79.43,0,5.562116e-05
10.18730/JPJF1,G14252,ECU,-4.05,-79.89,0,0.00044691778
10.18730/JPHD4,G14251,ECU,0.64,-77.84,0,0.0035880273
10.18730/JPH8U,G14246,ECU,-1.31,-78.51,0,0.0014050176
10.18730/JPHB2,G14248,ECU,-1.67,-78.62,0,6.5577166e-05
10.18730/K06KK,G1341,ECU,-3.56,-80.22,0,0.0002639868
10.18730/JM85W,G12502,ECU,-4.04,-79.2,0,0.0029846758
10.18730/JM7XM,G12476,ECU,-4.11,-79.95,0,0.0001380761
10.18730/JRG7G,G12469,ECU,-4.31,-79.4,0,9.846256e-05
10.18730/JRG4D,G12465,ECU,-4.2,-80.03,0,5.0935516e-05
10.18730/JRFQ0,G12462,ECU,-4.04,-79.22,0,0.0009903946
10.18730/JM7PD,G12444,ECU,-3.94,-79.24,0,0.00021178294
10.18730/JRFN=,G12440,ECU,0.45,-78.02,0,0.00016558803
10.18730/JM73Z,G12438,ECU,-2.34,-79.64,0,0.016805293
10.18730/K3JH*,G12412,ECU,-2.53,-78.92,0,6.434997e-05
10.18730/JREN3,G12408,ECU,0.37,-78.1,0,0.0001123401
10.18730/JM76$,G12399,ECU,0.41,-78.26,0,0.0004112494
10.18730/JHQR8,G12396,ECU,-4.07,-79.3,0,0.00016291557
10.18730/JM5RS,G12321,ECU,0.17,-78.41,0,0.00051685155
10.18730/S404D,G12283A,ECU,0.32,-78.2,0,0.00026285686
10.18730/JM4EM,G12263,ECU,0.35,-78.15,0,0.00014851893
10.18730/JM3SU,G12236,ECU,-0.05,-78.34,0,0.00011440928
10.18730/JM3FT,G12233,ECU,-0.17,-78.36,0,0.00018414768
10.18730/JRE6S,G12234,ECU,0.4,-77.94,0,0.00012822394
10.18730/JPXDJ,G11568,ECU,-2.46,-78.17,1,0.9996388
10.18730/JPXBG,G11565,ECU,0.55,-78.05,0,0.0002793209
10.18730/JPX5A,G11558,ECU,-2.32,-78.12,1,0.99968886
10.18730/JPX49,G11556,ECU,-4.66,-79.14,0,0.033401407
10.18730/JPXAF,G11557,ECU,-2.79,-78.76,0,0.0012743179
10.18730/JPX16,G11553,ECU,-3.07,-78.49,1,0.99962735
10.18730/JPWP*,G11543,ECU,-3.68,-79.67,0,0.0006063539
10.18730/JPWS=,G11546,ECU,-2.21,-78.85,0,4.921899e-05
10.18730/JPWNZ,G11542,ECU,-0.05,-78.27,0,0.00015843364
10.18730/JPRQG,G11514,ECU,-3.7,-79.59,0,0.0020609892
10.18730/K37GC,G9837,BOL,-17.7,-65.15,0,7.177576e-05
10.18730/K30VN,G9071,BOL,-17.38,-66.18,0,0.000111571244
10.18730/S2WTY,G50933D,BOL,-21.4,-64.7,0,9.871791e-05
10.18730/JXEXS,G50606,BOL,-20.66,-65.2,0,5.0132774e-05
10.18730/JXEYT,G50471,BOL,-20.64,-65.2,0,4.461393e-05
10.18730/JXE2=,G50462,BOL,-20.71,-65.22,0,4.6152916e-05
10.18730/PG0H=,G50460,BOL,-17.87,-65.37,0,0.00012761867
10.18730/JH0ZK,G4838,BOL,-15.51,-68.35,0,0.0076433313
10.18730/K25T7,G3805,BOL,-11.25,-68.69,0,0.051189546
10.18730/JXE84,G24534,BOL,-21.54,-64.83,0,9.741165e-05
10.18730/S6HZ5,G23869I,BOL,-21.47,-64.67,0,9.849318e-05
10.18730/JXDWX,G23853,BOL,-18.12,-65.15,0,4.9607082e-05
10.18730/JXDTV,G23854,BOL,-19.29,-64.34,0,0.00012687549
10.18730/PHTN8,G23733,BOL,-18.4,-65.17,0,0.00011139689
10.18730/PHTQA,G23731,BOL,-18.13,-65.5,0,0.00014022944
10.18730/PF7A5,G23622,BOL,-17.76,-65.85,0,0.000104459075
10.18730/PHVYC,G23621,BOL,-17.94,-65.35,0,9.561201e-05
10.18730/PHW1F,G23618,BOL,-16.73,-67.06,0,0.0013023354
10.18730/PHVZD,G23620,BOL,-18.21,-65.18,0,9.596167e-05
10.18730/JXDRS,G23607,BOL,-18.92,-65.12,0,9.341901e-05
10.18730/S1DG~,G23447C,BOL,-21.55,-64.87,0,5.1102787e-05
10.18730/S1DF*,G23445C,BOL,-21.53,-64.87,0,3.9203078e-05
10.18730/JXDKM,G23443,BOL,-19.2,-64.6,0,4.308388e-05
10.18730/JXDDE,G23444,BOL,-19.3,-64.32,0,0.000112741356
10.18730/S6HKY,G23442A,BOL,-17.78,-65.17,0,0.00011134423
10.18730/JT8XH,G18082,BOL,-15.69,-68.75,0,0.00041371878
10.18730/JRXJU,G12734,BOL,-18.13,-63.94,0,8.422206e-05
