DOI,ACCENUMB,ORIGCTY,DECLATITUDE,DECLONGITUDE,Pred_Resistencia,Probabilidad_Resistencia
10.18730/K46YK,G51659,CRI,9.82,-84.1,1,0.99926084
10.18730/K46XJ,G51658,CRI,9.9,-83.98,1,0.99933356
10.18730/S3VDA,G51656A,CRI,9.85,-84.07,1,0.9994754
10.18730/K46WH,G51657,CRI,9.9,-84.17,1,0.9995461
10.18730/K46TF,G51654,CRI,10.12,-84.23,1,0.9965339
10.18730/K46SE,G51651,CRI,10.17,-84.38,1,0.99891114
10.18730/S61R4,G50898C,CRI,9.82,-84.05,1,0.99786097
10.18730/JYTPM,G50896,CRI,10.1,-84.17,1,0.99888164
10.18730/JTN30,G50561,CRI,10.26,-84.95,1,0.89658135
10.18730/JTNMH,G50562,CRI,11.18,-85.6,1,0.94388086
10.18730/JTMZ~,G50560,CRI,10.31,-84.93,1,0.9951916
10.18730/JTMY*,G50559,CRI,10.19,-85.49,0,0.04697257
10.18730/JTMEG,G50556,CRI,10.28,-85.53,0,0.010367364
10.18730/JTMJM,G50557,CRI,10.52,-85.59,0,0.0023790437
10.18730/JTNA7,G50558,CRI,10.12,-85.52,1,0.8845445
10.18730/JTKV$,G50553,CRI,10.08,-85.49,0,0.030126533
10.18730/JTM02,G50554,CRI,10.55,-85.7,0,0.004043501
10.18730/JTKKT,G50551,CRI,10.48,-85.03,1,0.9558739
10.18730/JTKQY,G50552,CRI,10.3,-84.78,1,0.9995989
10.18730/JTM8A,G50150,CRI,10.19,-85.37,0,0.0025344975
10.18730/JTMQS,G50154,CRI,10.75,-85.47,0,0.013001025
10.18730/JTKRZ,G50147,CRI,10.29,-85.57,0,0.0399206
10.18730/JTMCE,G50148,CRI,10.16,-85.55,1,0.9081786
10.18730/K2708,G4154,CRI,9.17,-83.57,1,0.9989177
10.18730/K27EP,G4134,CRI,9.92,-83.56,1,0.9995732
10.18730/K2803,G4108,CRI,10.81,-85.77,0,0.009515032
10.18730/JY7G=,G4083,CRI,9.82,-83.42,1,0.99968827
10.18730/S4EGX,G24144A,CRI,9.59,-83.02,1,0.99981815
10.18730/JXTTU,G24145,CRI,8.88,-82.81,1,0.9986539
10.18730/JTNFC,G23916,CRI,11.11,-85.42,1,0.9787623
10.18730/JTNHE,G23908,CRI,10.31,-84.91,1,0.9554615
10.18730/JTN0$,G23906,CRI,10.28,-84.95,1,0.98984843
10.18730/JTMSV,G23903,CRI,10.24,-85.7,0,0.014120661
10.18730/JTMPR,G23901,CRI,10.03,-85.26,1,0.7569124
10.18730/JTMFH,G23897,CRI,10.51,-85.57,0,0.0010696974
10.18730/JTM79,G23892,CRI,10.03,-85.42,1,0.9471088
10.18730/JTM24,G23889,CRI,10.24,-85.73,0,0.0019147097
10.18730/JTMBD,G23890,CRI,10.24,-85.35,0,0.005924084
10.18730/JTM13,G23888,CRI,10.01,-85.44,1,0.93934643
10.18730/JTKT~,G23883,CRI,10.17,-85.46,0,0.0329935
10.18730/JTKPX,G23881,CRI,10.0,-85.3,1,0.8816267
10.18730/JTKGQ,G23876,CRI,10.07,-85.52,0,0.061180484
10.18730/JW9HD,G23489,CRI,9.87,-84.12,1,0.9991849
10.18730/JW9C8,G23416,CRI,9.82,-84.12,1,0.9982482
10.18730/K0VFN,G2189,CRI,10.54,-85.25,0,0.010528162
10.18730/K3YVK,G20559,CRI,9.93,-84.08,1,0.99934417
10.18730/JMDQN,G18969,CRI,9.87,-83.83,1,0.99969196
10.18730/JMDNK,G18966,CRI,9.49,-83.49,1,0.9902396
10.18730/K0G2T,G1825,CRI,9.82,-83.55,1,0.9997478
10.18730/JH672,G17726,CRI,9.83,-83.87,1,0.9995382
10.18730/K0E85,G1756,CRI,9.48,-83.81,1,0.9994636
10.18730/K0EDA,G1744,CRI,10.15,-85.37,0,0.099021584
10.18730/JND6X,G13125,CRI,9.38,-83.7,1,0.99875414
10.18730/JH650,G13051,CRI,9.93,-83.77,1,0.9996381
10.18730/K4QJ~,G52142,CRI,10.86,-85.5,0,0.0041708504
10.18730/K4QDW,G52137,CRI,10.72,-85.24,1,0.9578768
10.18730/K54ZJ,G52603,CRI,9.53,-82.93,1,0.99976474
10.18730/K56K~,G52601,CRI,9.57,-83.31,1,0.99960095
10.18730/K52TQ,G52501,CRI,9.88,-83.9,1,0.99719465
10.18730/K51VX,G52494,CRI,9.99,-83.65,1,0.9997651
10.18730/K52WS,G52504,CRI,9.94,-83.91,1,0.99839896
10.18730/K52HE,G52490,CRI,9.65,-83.97,1,0.9977054
10.18730/K52RN,G52499,CRI,9.88,-83.81,1,0.9996351
10.18730/K550K,G52604,CRI,9.54,-83.0,1,0.9997733
10.18730/K557T,G52614,CRI,10.19,-84.4,1,0.9978242
10.18730/K4QQ1,G52147,CRI,10.67,-85.2,1,0.98640025
10.18730/K4RBN,G52170,CRI,8.94,-83.2,1,0.99934655
10.18730/K4SNT,G52213,CRI,9.62,-84.04,1,0.9945268
10.18730/K4SAF,G52202,CRI,10.08,-84.44,1,0.99781644
10.18730/K4SJQ,G52210,CRI,10.65,-85.45,0,0.015382044
10.18730/K4SBG,G52203,CRI,10.26,-85.6,0,0.013191588
10.18730/K4S49,G52195,CRI,9.08,-83.44,1,0.998919
10.18730/K4RX2,G52188,CRI,10.9,-85.02,1,0.9973213
10.18730/K4V4U,G52253,CRI,9.7,-84.1,1,0.98880273
10.18730/K4E8Z,G51854,CRI,9.8,-84.1,1,0.9978981
10.18730/JHCRT,G9541,PER,-9.3,-77.62,0,5.316961e-05
10.18730/JZWS1,G950,PER,-12.08,-76.94,0,3.751608e-05
10.18730/K320N,G9215,PER,-11.17,-76.0,0,0.00025617346
10.18730/K2HD8,G8213,PER,-14.3,-73.25,0,0.00012750737
10.18730/K2HC7,G8209,PER,-9.37,-77.6,0,4.154465e-05
10.18730/K2F27,G7974,PER,-12.88,-72.72,0,0.00094735366
10.18730/K2E6G,G7895,PER,-12.82,-72.72,0,0.039741024
10.18730/K2975,G7443,PER,-13.55,-72.71,0,0.00019315202
10.18730/K28WZ,G7425,PER,-5.24,-79.47,0,0.00022461695
10.18730/K28QT,G7387,PER,-16.28,-72.47,0,2.1170992e-05
10.18730/K28FJ,G7373,PER,-13.12,-74.22,0,3.7753096e-05
10.18730/JFBA4,G7328,PER,-13.27,-72.18,0,4.8408758e-05
10.18730/JFB82,G7326,PER,-13.4,-72.06,0,0.00015593092
10.18730/PE9VR,G7322,PER,-13.31,-72.13,0,5.3491127e-05
10.18730/PNXYW,G7321,PER,-13.27,-72.27,0,0.00015895297
10.18730/JFFCQ,G7249,PER,-13.59,-72.92,0,0.0006578452
10.18730/JFFKY,G7244,PER,-9.92,-76.25,0,3.6996018e-05
10.18730/S1P8H,G7225A,PER,-13.67,-72.88,0,0.00019895707
10.18730/JFHHJ,G7169,PER,-8.35,-74.54,1,0.9752871
10.18730/S1P3C,G5735C,PER,-13.34,-75.15,0,8.79545e-05
10.18730/K410E,G51427,PER,-7.67,-78.08,0,7.317253e-05
10.18730/K3XB8,G51359,PER,-6.56,-77.81,0,9.534925e-05
10.18730/K3XA7,G51358,PER,-7.62,-78.07,0,7.632866e-05
10.18730/K3X52,G51346,PER,-6.27,-78.52,0,7.833929e-05
10.18730/S5W49,G51262D,PER,-5.82,-77.97,0,0.0020960325
10.18730/PE5R4,G51261,PER,-6.55,-79.87,0,8.8400986e-05
10.18730/S2YF9,G51259A,PER,-7.64,-78.08,0,6.510473e-05
10.18730/PE5M0,G51256,PER,-5.97,-77.65,1,0.8999436
10.18730/S6KGH,G51253C,PER,-6.59,-77.81,0,0.00013942679
10.18730/S4E0D,G51250A,PER,-5.93,-77.92,0,0.0012019675
10.18730/PE5H$,G51248,PER,-5.99,-77.99,0,0.00030791713
10.18730/PE5G~,G51247,PER,-5.95,-77.92,0,0.0011902704
10.18730/JXT0A,G51246,PER,-6.17,-77.92,0,6.0375394e-05
10.18730/PE5F*,G51244,PER,-6.48,-77.7,0,0.0024513227
10.18730/S4DV8,G51238A,PER,-6.71,-77.8,0,0.00017289883
10.18730/JXSDW,G51231,PER,-6.85,-78.02,0,0.000121507015
10.18730/JXSM=,G51228,PER,-6.9,-78.14,0,7.740085e-05
10.18730/S1F8F,G51227B,PER,-6.84,-78.22,0,0.00027805084
10.18730/JXS8Q,G51224,PER,-7.33,-78.16,0,7.701277e-05
10.18730/JXSAS,G51219,PER,-7.6,-78.1,0,7.4705466e-05
10.18730/JXSFY,G51222,PER,-7.39,-78.16,0,9.5363976e-05
10.18730/S1F4B,G51204A,PER,-6.61,-78.12,0,0.00010379381
10.18730/JXRYD,G51199,PER,-6.9,-78.16,0,0.000109215856
10.18730/JXRR7,G51194,PER,-7.63,-78.03,0,7.8915655e-05
10.18730/PHD2H,G51193,PER,-7.8,-78.08,0,8.077508e-05
10.18730/JXRQ6,G51192,PER,-8.15,-78.17,0,3.8863192e-05
10.18730/JXRN4,G51190,PER,-7.85,-78.52,0,2.9798935e-05
10.18730/JXRM3,G51188,PER,-7.8,-78.42,0,6.066395e-05
10.18730/PHD3J,G51185,PER,-7.69,-78.04,0,7.0098075e-05
10.18730/JXRD~,G51187,PER,-7.75,-79.07,0,4.9739905e-05
10.18730/PE4Q8,G51183,PER,-6.45,-78.64,0,0.000103688064
10.18730/JXQF3,G51184,PER,-5.4,-79.4,0,5.6294375e-05
10.18730/JWJ7*,G51063,PER,-6.45,-78.66,0,0.00015253152
10.18730/PHGCC,G50984,PER,-8.16,-78.19,0,2.7487968e-05
10.18730/JXTZ4,G50970,PER,-9.49,-76.77,0,0.00012967434
10.18730/JXV16,G50971,PER,-9.42,-76.77,0,8.8470646e-05
10.18730/JXV05,G50969,PER,-9.52,-76.77,0,7.1999784e-05
10.18730/JXTY3,G50967,PER,-10.2,-76.32,0,0.0025619844
10.18730/PHGFF,G50968,PER,-10.49,-76.53,0,0.00021896594
10.18730/JXTR$,G50966,PER,-9.86,-76.08,0,0.00020592315
10.18730/PHGGG,G50964,PER,-9.74,-76.12,0,0.0017238985
10.18730/JXTCP,G50963,PER,-9.78,-76.0,0,0.0009045372
10.18730/S2YGA,G50961E,PER,-6.64,-78.94,0,6.344343e-05
10.18730/JXRK2,G50952,PER,-7.75,-78.4,0,8.159803e-05
10.18730/PHGVV,G50934,PER,-13.76,-71.96,0,0.00019003607
10.18730/S4ZZ~,G50924C,PER,-6.56,-78.79,0,9.6096184e-05
10.18730/JWH6U,G50915,PER,-6.75,-78.58,0,0.00019873562
10.18730/JWH3~,G50914,PER,-6.59,-78.83,0,6.792061e-05
10.18730/PHJ9U,G50787,PER,-8.07,-79.03,0,5.9877704e-05
10.18730/JXQ8~,G50775,PER,-5.36,-79.4,0,4.6483572e-05
10.18730/S1D0H,G50766D,PER,-13.54,-73.5,0,0.00021565826
10.18730/PFXMG,G50768,PER,-13.67,-73.46,0,0.00016675975
10.18730/JX1RB,G50767,PER,-13.48,-73.56,0,0.00019524306
10.18730/JWMT4,G50764,PER,-6.64,-78.53,0,0.00019502205
10.18730/JWKS8,G50755,PER,-7.02,-78.86,0,6.38809e-05
10.18730/JVAWZ,G50738,PER,-7.58,-78.12,0,7.654609e-05
10.18730/S6D2~,G50735B,PER,-13.47,-72.44,0,0.00017267969
10.18730/PFXD9,G50736,PER,-13.53,-72.0,0,0.0001154536
10.18730/PHJG6,G50684,PER,-8.0,-78.32,0,7.407645e-05
10.18730/PHJH7,G50683,PER,-8.25,-78.42,0,2.4445486e-05
10.18730/PFX2=,G50629,PER,-5.34,-79.4,0,0.00030131993
10.18730/JXQ3W,G50618,PER,-5.32,-79.4,0,0.00045629047
10.18730/JXPZR,G50617,PER,-5.25,-79.44,0,5.933289e-05
10.18730/JXFH8,G50616,PER,-13.86,-71.81,0,0.00011054116
10.18730/JWMBT,G50590,PER,-6.59,-78.63,0,0.0001589013
10.18730/JWK2P,G50584,PER,-6.58,-78.9,0,3.333198e-05
10.18730/JWKE$,G50586,PER,-7.14,-78.8,0,5.806613e-05
10.18730/JWJXH,G50583,PER,-6.56,-78.81,0,7.9042184e-05
10.18730/PHKH2,G50481,PER,-8.17,-78.15,0,2.8290731e-05
10.18730/PHKN6,G50476,PER,-8.18,-78.17,0,2.4384439e-05
10.18730/PHKM5,G50477,PER,-8.12,-78.18,0,3.2037155e-05
10.18730/S4CN7,G50474C,PER,-13.5,-71.79,0,0.00021109408
10.18730/PFVHQ,G50441,PER,-13.62,-72.91,0,0.0018309541
10.18730/PFVEM,G50432,PER,-7.6,-78.08,0,8.2041355e-05
10.18730/S47KY,G50431A,PER,-6.72,-78.56,0,0.000158788
10.18730/JV6M6,G50430,PER,-6.58,-78.65,0,9.517847e-05
10.18730/JV4NH,G50425,PER,-6.31,-78.69,0,8.658977e-05
10.18730/JV462,G50426,PER,-7.6,-78.13,0,6.3192485e-05
10.18730/JV378,G50422,PER,-6.12,-77.84,0,0.00014312334
10.18730/JV3QR,G50423,PER,-6.47,-78.86,0,5.6582583e-05
10.18730/JV3KM,G50424,PER,-6.36,-78.74,0,0.00012579477
10.18730/S476H,G50420E,PER,-6.95,-78.78,0,0.00011110856
10.18730/JV323,G50421,PER,-6.54,-78.69,0,8.721277e-05
10.18730/JV0DX,G50418,PER,-7.32,-78.52,0,9.221592e-05
10.18730/S5MWU,G50071A,PER,-13.52,-72.54,0,0.00028646956
10.18730/JTF6~,G50070,PER,-13.32,-71.61,0,4.114309e-05
10.18730/JTF2X,G50066,PER,-13.77,-71.85,0,0.00014889172
10.18730/JTF5*,G50061,PER,-13.67,-71.92,0,0.00013545011
10.18730/PG53~,G50038,PER,-6.25,-78.52,0,5.3668886e-05
10.18730/JWHB4,G50020,PER,-6.68,-78.51,0,7.8139194e-05
10.18730/PE8WY,G4759,PER,-6.62,-78.95,0,3.2903223e-05
10.18730/JH25M,G4761,PER,-7.15,-78.48,0,6.813196e-05
10.18730/JH2FY,G4754,PER,-6.23,-77.86,0,5.8108944e-05
10.18730/JH2H*,G4756,PER,-6.33,-77.42,0,0.008373597
10.18730/JH2CV,G4750,PER,-12.94,-74.26,0,2.4411636e-05
10.18730/K3H3Q,G4735,PER,-5.2,-80.63,0,9.128119e-05
10.18730/JH3BN,G4722,PER,-7.19,-76.75,1,0.9917672
10.18730/JH2Z9,G4725,PER,-6.47,-76.54,1,0.9929925
10.18730/JV09S,G3947,PER,-9.3,-76.01,1,0.9996455
10.18730/K1ATZ,G2721,PER,-14.29,-69.44,1,0.64598316
10.18730/K1ASY,G2720,PER,-16.5,-70.67,0,2.798734e-05
10.18730/K19V0,G2688,PER,-9.28,-76.01,1,0.9987569
10.18730/JVDC0,G24998,PER,-6.91,-78.25,0,0.00012055535
10.18730/PHNKZ,G24889,PER,-7.45,-78.28,0,4.6979527e-05
10.18730/PHP29,G24871,PER,-8.65,-77.08,0,0.0016767852
10.18730/S2EFF,G24565D,PER,-11.62,-76.15,0,0.0001521428
10.18730/PHSSH,G23874,PER,-13.64,-72.22,0,0.0001292932
10.18730/S4AMG,G23812Q,PER,-13.55,-73.47,0,0.00018912322
10.18730/JX0JA,G23780,PER,-13.67,-73.42,0,0.00015096607
10.18730/S5W6B,G23766A,PER,-9.18,-76.75,0,0.0008759976
10.18730/S3NRE,G23764A,PER,-9.79,-76.67,0,0.000110348214
10.18730/PHSXN,G23761,PER,-5.8,-77.84,0,0.00041240145
10.18730/PHSVK,G23763,PER,-9.72,-76.77,0,9.160339e-05
10.18730/PHT8*,G23749,PER,-7.67,-78.06,0,7.187212e-05
10.18730/PHTRB,G23730,PER,-7.63,-78.05,0,5.9042723e-05
10.18730/PHTVE,G23727,PER,-8.35,-77.2,0,0.00024673718
10.18730/PHTTD,G23728,PER,-8.11,-77.5,0,0.0007680357
10.18730/S4WG~,G23722A,PER,-7.75,-77.97,0,7.5883625e-05
10.18730/PHTYH,G23719,PER,-7.77,-77.9,0,5.6361732e-05
10.18730/PHVAX,G23703,PER,-11.44,-75.7,0,3.9753595e-05
10.18730/S3NQD,G23701B,PER,-9.67,-75.97,0,0.0015790316
10.18730/PHVBY,G23702,PER,-11.5,-75.65,0,6.0843155e-05
10.18730/PHW6M,G23611,PER,-13.25,-72.27,0,0.00022778884
10.18730/PHW7N,G23610,PER,-13.32,-72.11,0,0.00010084191
10.18730/PHWDV,G23586,PER,-6.35,-79.4,0,4.3229076e-05
10.18730/PHWFX,G23577,PER,-13.53,-72.52,0,0.00032055305
10.18730/PG7R7,G23573,PER,-13.8,-71.85,0,0.000116931275
10.18730/S1E6J,G23490G,PER,-13.47,-72.38,0,0.00014017837
10.18730/S1E7K,G23459A,PER,-13.5,-72.65,0,0.0012381232
10.18730/JXF6$,G23458,PER,-13.82,-71.85,0,9.997921e-05
10.18730/JXF3Z,G23455,PER,-13.5,-72.48,0,0.00025110296
10.18730/S5TK$,G23454C,PER,-13.47,-72.42,0,0.00014555496
10.18730/S4CG2,G23453A,PER,-13.47,-72.4,0,0.00017817155
10.18730/PHX4D,G23448,PER,-13.43,-71.87,0,5.5988035e-05
10.18730/PHX3C,G23449,PER,-13.28,-72.22,0,6.208264e-05
10.18730/S2519,G23427C,PER,-13.62,-72.87,0,0.0009449179
10.18730/PHX6F,G23428,PER,-13.23,-72.33,0,0.00029670013
10.18730/S3K77,G23426C,PER,-13.62,-73.2,0,0.00020905923
10.18730/S50SP,G23424A,PER,-13.65,-72.9,0,0.00020279776
10.18730/S23JU,G23423B,PER,-13.85,-72.97,0,0.00018050446
10.18730/JX0A2,G23422,PER,-14.0,-73.17,0,0.00015536752
10.18730/S50RN,G23421E,PER,-12.02,-74.88,0,0.00023713373
10.18730/S1BPC,G23419A,PER,-11.23,-75.53,0,0.0004899038
10.18730/JX06=,G23420,PER,-11.2,-75.48,0,0.034258652
10.18730/S18JQ,G23413A,PER,-6.92,-76.77,1,0.98646486
10.18730/JWHG9,G22302,PER,-6.5,-78.45,0,8.673637e-05
10.18730/JWH81,G22298,PER,-6.39,-78.62,0,9.5555595e-05
10.18730/JWGYW,G22278,PER,-6.38,-77.52,0,0.00061216654
10.18730/JVS79,G22147,PER,-12.07,-75.24,0,2.7655247e-05
10.18730/S1B2X,G21245A,PER,-7.12,-78.78,0,5.831795e-05
10.18730/JVF9R,G19881,PER,-6.22,-77.8,0,0.00012735183
10.18730/JVF5M,G19877,PER,-6.86,-78.21,0,0.00029408358
10.18730/JVF6N,G19878,PER,-6.22,-77.67,0,0.0002713592
10.18730/PEZ97,G19876,PER,-6.27,-77.75,0,0.0016832581
10.18730/JVF3J,G19871,PER,-7.58,-78.1,0,7.733621e-05
10.18730/JVEYD,G19865,PER,-7.36,-78.13,0,6.873298e-05
10.18730/PEZ64,G19863,PER,-6.3,-77.42,0,0.023230253
10.18730/S5NQT,G19855C,PER,-6.23,-77.74,0,0.00022505557
10.18730/JVFEX,G19817,PER,-7.09,-78.34,0,8.338385e-05
10.18730/PEYTX,G19799,PER,-6.88,-78.13,0,8.638243e-05
10.18730/JVC2*,G19762,PER,-7.28,-78.24,0,7.575529e-05
10.18730/JVBA8,G19733,PER,-7.58,-77.94,0,0.08538553
10.18730/PJSX9,G19727,PER,-7.65,-78.05,0,7.035752e-05
10.18730/PJSZB,G19720,PER,-7.51,-78.0,0,8.720055e-05
10.18730/JVASW,G19714,PER,-7.52,-77.96,0,0.00011905185
10.18730/JVAKP,G19706,PER,-7.23,-78.62,0,7.8983714e-05
10.18730/JVACF,G19699,PER,-6.9,-78.23,0,0.00012723374
10.18730/S3FM3,G19691A,PER,-7.62,-77.94,0,0.009827086
10.18730/JV9X0,G19683,PER,-7.35,-77.94,0,5.8153513e-05
10.18730/JV9S~,G19682,PER,-7.61,-78.03,0,7.999893e-05
10.18730/JV590,G19501,PER,-6.98,-78.8,0,0.00015145022
10.18730/JV495,G19475,PER,-7.12,-78.95,0,6.623026e-05
10.18730/JV41$,G19470,PER,-6.36,-78.72,0,0.00011936104
10.18730/S3F6T,G19467A,PER,-6.41,-78.45,0,9.30347e-05
10.18730/JV3PQ,G19450,PER,-6.45,-78.86,0,7.1974384e-05
10.18730/JV2KS,G19424,PER,-7.6,-78.05,0,6.0854694e-05
10.18730/JV1DR,G19392,PER,-7.03,-78.9,0,8.0973354e-05
10.18730/JV24A,G19395,PER,-7.0,-78.86,0,0.0001114156
10.18730/JMJER,G19146,PER,-7.17,-78.52,0,5.3967015e-05
10.18730/JM97S,G18754,PER,-5.19,-79.99,0,3.364094e-05
10.18730/PERWR,G18718,PER,-8.45,-76.46,1,0.99875224
10.18730/JTJDS,G18308,PER,-6.73,-79.86,0,7.598095e-05
10.18730/JHSJX,G16907,PER,-12.87,-74.57,0,0.00011485307
10.18730/JSKP4,G16795,PER,-6.17,-77.98,0,0.000118624295
10.18730/PEMW7,G16150,PER,-13.65,-73.34,0,0.00014301091
10.18730/JSKE~,G16147,PER,-6.61,-77.81,0,0.0001941367
10.18730/JSKG=,G16148,PER,-6.88,-78.16,0,8.760435e-05
10.18730/JSKAX,G16144,PER,-6.25,-77.88,0,0.00015382018
10.18730/JSKF$,G16145,PER,-6.18,-77.9,0,8.192636e-05
10.18730/JSJYH,G16113,PER,-7.58,-78.17,0,4.5625726e-05
10.18730/PEMN0,G16110,PER,-7.56,-78.08,0,7.807388e-05
10.18730/S171B,G16104G,PER,-13.62,-72.89,0,0.000868666
10.18730/S2FYS,G12858H,PER,-11.22,-75.48,0,0.008692632
10.18730/S652U,G12856B,PER,-10.33,-76.18,0,4.054254e-05
10.18730/PMEKY,G12676,PER,-17.1,-71.77,0,7.020116e-05
10.18730/JP0PR,G12674,PER,-9.83,-76.28,0,4.8454567e-05
10.18730/JRWTC,G12640,PER,-9.29,-77.65,0,3.8998704e-05
10.18730/JHGR6,G12184,PER,-13.39,-73.91,0,8.9988156e-05
10.18730/JHHW5,G12176,PER,-6.06,-76.98,1,0.99436647
10.18730/JHRDX,G12072,PER,-12.95,-74.02,0,0.00014945441
10.18730/JHR4M,G12068,PER,-13.02,-73.97,0,3.100688e-05
10.18730/JHGZD,G12064,PER,-13.0,-74.17,0,0.00011586067
10.18730/JHG4Q,G12032,PER,-13.65,-73.39,0,0.00015263031
10.18730/S3C53,G11812A,PER,-6.5,-76.42,1,0.9586427
10.18730/S3C0=,G11776G,PER,-6.55,-78.65,0,9.4593415e-05
10.18730/JQJJX,G11775,PER,-7.46,-77.89,0,0.000101918944
10.18730/JQJFT,G11772,PER,-7.38,-78.69,0,7.566873e-05
10.18730/JQJDR,G11770,PER,-6.77,-79.85,0,9.1798654e-05
10.18730/JQJCQ,G11766,PER,-6.47,-78.97,0,3.4049095e-05
10.18730/JQJBP,G11765,PER,-6.58,-78.67,0,0.000108713575
10.18730/JQJ9M,G11763,PER,-7.51,-78.52,0,4.404581e-05
10.18730/JQJ0B,G11755,PER,-11.27,-74.62,1,0.94280344
10.18730/JQHS4,G11743,PER,-11.84,-74.77,0,0.001033027
10.18730/JQHV6,G11746,PER,-11.98,-74.94,0,0.0011999313
10.18730/JQHCW,G11728,PER,-10.89,-75.29,1,0.9214574
10.18730/S2MEN,G11723Q,PER,-9.15,-77.75,0,2.642731e-05
10.18730/JQH3K,G11720,PER,-11.87,-74.72,0,0.0017808836
10.18730/JQ2DY,G11584,PER,12.11,-76.95,0,0.00015823722
10.18730/JQ2BW,G11582,PER,-13.03,-76.39,0,3.6706268e-05
10.18730/JQ28S,G11577,PER,-3.77,-73.25,1,0.99922705
10.18730/S4SWQ,G11575D,PER,-5.9,-76.09,1,0.9979317
10.18730/K33Y9,G9542,COL,6.3,-75.6,1,0.99985015
10.18730/K32N5,G9452,COL,4.55,-74.12,0,0.027453318
10.18730/JZWGX,G941,COL,3.55,-76.28,1,0.98392856
10.18730/K2H83,G8204,COL,2.43,-76.52,1,0.99916387
10.18730/K2H72,G8202,COL,3.61,-76.6,1,0.9994766
10.18730/S63CK,G8199K,COL,7.39,-72.65,0,0.022003636
10.18730/K2H50,G8198,COL,-0.1,-75.04,1,0.9992663
10.18730/K2H1~,G8194,COL,1.14,-77.86,1,0.98803455
10.18730/K2H2$,G8195,COL,1.29,-77.48,0,0.3929711
10.18730/K2GZZ,G8192,COL,2.47,-75.33,1,0.999778
10.18730/K2GTT,G8187,COL,4.96,-73.8,0,0.027275445
10.18730/K2GVV,G8188,COL,2.87,-75.07,1,0.9978655
10.18730/K2GQQ,G8184,COL,4.93,-74.11,0,0.00534991
10.18730/K2GSS,G8186,COL,4.35,-73.94,1,0.992307
10.18730/K2GPP,G8182,COL,4.36,-74.37,1,0.9978702
10.18730/K2GNN,G8181,COL,4.03,-74.52,1,0.9977888
10.18730/K2GJJ,G8178,COL,4.4,-74.4,1,0.99881977
10.18730/K2GFF,G8174,COL,2.77,-76.75,1,0.9999002
10.18730/K2GHH,G8177,COL,5.32,-73.82,0,0.009586973
10.18730/K2GGG,G8176,COL,1.97,-76.97,1,0.9844525
10.18730/JP0FH,G8170,COL,5.64,-73.57,1,0.99858713
10.18730/K2GDD,G8172,COL,5.33,-75.74,1,0.99988616
10.18730/K2GEE,G8173,COL,2.34,-76.71,1,0.9990305
10.18730/K2G88,G8164,COL,5.62,-73.84,0,0.013523603
10.18730/K2G99,G8165,COL,5.75,-72.84,0,0.008485364
10.18730/K2GAA,G8167,COL,5.75,-72.79,0,0.0091289235
10.18730/K2G55,G8160,COL,6.09,-75.33,1,0.9997954
10.18730/K2G66,G8161,COL,6.5,-75.77,1,0.99888235
10.18730/K2G44,G8159,COL,6.69,-75.91,1,0.99985063
10.18730/JHGCZ,G8156,COL,6.89,-75.55,1,0.9968418
10.18730/K2G00,G8153,COL,6.32,-75.53,1,0.9998431
10.18730/K2G11,G8154,COL,6.19,-75.37,1,0.99972767
10.18730/K2CP5,G7830,COL,7.31,-72.72,0,0.0061323005
10.18730/K2AVM,G7765,COL,5.92,-72.98,0,0.005053564
10.18730/JHPWH,G7442,COL,5.88,-75.32,1,0.999796
10.18730/K2931,G7435,COL,4.78,-73.57,1,0.9985342
10.18730/K28PS,G7386,COL,1.97,-75.8,1,0.99235326
10.18730/K28KP,G7377,COL,1.6,-76.98,1,0.99786574
10.18730/JFB60,G7320,COL,5.08,-73.62,0,0.054428734
10.18730/JFEBV,G7314,COL,5.58,-75.57,1,0.9997261
10.18730/S4KN9,G7313Y,COL,5.14,-74.17,1,0.9951833
10.18730/JFEAT,G7312,COL,1.0,-77.47,1,0.96067595
10.18730/JFE8R,G7310,COL,5.02,-73.44,1,0.9903984
10.18730/JFFFT,G7257,COL,6.33,-72.68,1,0.97384167
10.18730/S62Y5,G7253C,COL,2.67,-76.01,1,0.998922
10.18730/S6SX0,G7253B,COL,2.67,-75.98,1,0.9970235
10.18730/JP08A,G7251,COL,6.66,-75.48,1,0.9983602
10.18730/S1PAK,G7237A,COL,2.38,-76.03,1,0.99740857
10.18730/JFFX3,G7236,COL,5.53,-73.63,1,0.8566971
10.18730/JFFQ$,G7229,COL,4.37,-75.73,1,0.99980766
10.18730/JFFSU,G7231,COL,6.02,-75.41,1,0.999765
10.18730/JFFR=,G7230,COL,4.08,-74.48,1,0.9981865
10.18730/JFQMW,G6921,COL,5.55,-74.0,1,0.99919206
10.18730/JFWE$,G6727,COL,2.46,-76.61,1,0.9988423
10.18730/JG0BB,G6396,COL,3.81,-76.52,1,0.99707246
10.18730/JGCR1,G5890,COL,1.82,-78.77,1,0.9905447
10.18730/S6R8N,G51645C,COL,2.37,-76.67,1,0.99971145
10.18730/K46NA,G51644,COL,2.47,-76.91,1,0.9998241
10.18730/K46M9,G51643,COL,5.08,-73.55,1,0.99699914
10.18730/K42R~,G51490,COL,1.59,-77.16,1,0.9978988
10.18730/K42Q*,G51489,COL,1.29,-77.44,1,0.9911775
10.18730/K42DP,G51479,COL,1.41,-77.39,1,0.99573094
